text,source,datetime,location,user_id
I want a refund.,Email,2025-03-07 15:09:57,"Port Connorside, Missouri, Hong Kong",UID73583
Terrible experience.,Facebook,2024-01-21 21:55:04,"North Matthewfurt, Maine, Switzerland",UID89028
Excellent customer support!,Phone Call,2024-11-21 19:54:54,"Sandramouth, Rhode Island, Tunisia",UID35209
Terrible experience.,Email,2023-09-18 04:31:26,"New Robert, Mississippi, Vanuatu",UID61403
Terrible experience.,Website,2025-05-21 20:46:27,"Hoffmanchester, Pennsylvania, Andorra",UID32756
Customer support was unhelpful.,Facebook,2023-07-06 01:01:56,"North Juantown, Illinois, Colombia",UID73680
Very disappointed.,Website,2023-09-28 07:16:13,"Williamstown, North Dakota, Macedonia",UID67220
Not worth the money.,Facebook,2025-01-15 15:18:10,"Micheleborough, Oregon, Belgium",UID32329
Very disappointed.,Google,2023-10-30 02:35:21,"Christinebury, Delaware, Turkmenistan",UID56177
Will recommend to others.,Google,2025-04-13 15:36:32,"West Jasonhaven, North Dakota, Oman",UID52670
Not worth the money.,Mobile App,2024-10-20 06:12:41,"North Kathryn, South Carolina, Romania",UID21313
Nothing special.,Google,2023-06-02 03:46:11,"Morganview, Hawaii, Macao",UID66392
Nothing special.,Phone Call,2025-04-07 04:12:30,"East Joan, Delaware, Jersey",UID21571
Excellent customer support!,Website,2023-06-21 15:42:22,"North Elizabethfort, Georgia, San Marino",UID26106
Average experience.,Website,2025-03-09 22:29:14,"Lake Amanda, California, Brunei Darussalam",UID19488
Excellent customer support!,Chatbot,2025-03-14 02:13:58,"North Connorstad, Wisconsin, Bolivia",UID56081
Terrible experience.,Phone Call,2023-05-31 05:45:03,"Kaufmanfort, North Carolina, Gabon",UID92369
Terrible experience.,Phone Call,2024-08-06 09:44:46,"Rhodesport, Utah, Northern Mariana Islands",UID73077
Very disappointed.,Website,2023-09-23 18:26:13,"New Samuelmouth, Utah, Iraq",UID62686
No complaints.,Chatbot,2025-03-12 06:21:49,"Lambertbury, Connecticut, Antigua and Barbuda",UID18094
Average experience.,Chatbot,2023-07-05 00:00:43,"Matthewland, Rhode Island, Saint Lucia",UID78890
Great service!,Mobile App,2025-03-23 08:17:35,"Donaldborough, Missouri, Greece",UID30493
Very disappointed.,Google,2024-12-24 07:56:11,"East Thomas, Kentucky, Tuvalu",UID61287
Loved the experience.,Website,2025-03-27 03:05:06,"Roweburgh, Tennessee, Philippines",UID14275
Nothing special.,Chatbot,2024-02-19 15:13:31,"South Sherryberg, Illinois, Denmark",UID91042
Very satisfied with the product.,Email,2025-02-21 07:42:09,"Port Stephen, Mississippi, Armenia",UID23804
Nothing special.,Google,2024-08-20 12:57:04,"Rebeccaview, North Carolina, Cyprus",UID63308
Terrible experience.,Mobile App,2023-07-30 10:10:33,"Villaport, West Virginia, Morocco",UID42434
Loved the experience.,Mobile App,2025-04-06 23:36:47,"South Albert, California, Indonesia",UID26433
Customer support was unhelpful.,Chatbot,2023-07-29 07:01:18,"Espinozafort, West Virginia, Slovenia",UID66301
Not worth the money.,Mobile App,2025-02-25 17:40:18,"Walkertown, New York, Cook Islands",UID90531
I want a refund.,Phone Call,2024-05-22 02:44:57,"East Mary, Texas, Germany",UID76676
Excellent customer support!,Chatbot,2024-06-03 11:10:19,"Amyhaven, Kansas, Iraq",UID48390
I want a refund.,Mobile App,2023-11-04 19:14:10,"South Madisonville, Indiana, Solomon Islands",UID93907
Product matches the description.,Phone Call,2024-06-28 13:03:27,"North Douglasmouth, New Hampshire, Micronesia",UID48564
Nothing special.,Email,2024-07-03 09:41:43,"East Veronica, Indiana, Venezuela",UID47949
I want a refund.,Email,2023-11-23 01:53:47,"Alyssaberg, Indiana, Falkland Islands (Malvinas)",UID35412
Loved the experience.,Mobile App,2025-03-27 13:14:58,"Lake David, Maine, United States of America",UID74092
Customer support was unhelpful.,Google,2025-01-07 07:51:48,"East Robert, California, Andorra",UID62859
I want a refund.,Website,2023-08-29 06:46:40,"Cynthiaberg, Illinois, Uganda",UID89106
Will recommend to others.,Google,2023-05-31 00:05:07,"Parkerfurt, Michigan, Saudi Arabia",UID62997
Product matches the description.,Mobile App,2024-04-30 23:47:36,"Fisherfurt, Connecticut, Niue",UID94694
Nothing special.,Phone Call,2024-10-03 06:19:46,"West Tonya, New York, Eritrea",UID34474
Loved the experience.,Facebook,2023-11-27 18:14:07,"Geraldtown, Ohio, Georgia",UID62013
Loved the experience.,Phone Call,2023-11-24 23:13:57,"Lake Susan, Alaska, Egypt",UID24064
Customer support was unhelpful.,Email,2024-11-24 10:46:25,"South Cassandraview, Missouri, Jersey",UID11941
Terrible experience.,Website,2024-07-01 10:52:48,"Port Stephaniefurt, Texas, Tonga",UID15404
Excellent customer support!,Chatbot,2024-12-14 19:50:33,"Carterside, Minnesota, Bouvet Island (Bouvetoya)",UID79993
Loved the experience.,Google,2024-09-27 00:20:23,"South Margaretchester, Texas, Zambia",UID23344
Average experience.,Phone Call,2024-11-30 23:42:25,"Wilsonview, New York, Zimbabwe",UID97129
It was okay.,Email,2025-02-07 08:14:18,"Morseside, Massachusetts, Solomon Islands",UID12060
Very satisfied with the product.,Mobile App,2024-11-13 08:44:01,"Grayport, Nevada, Monaco",UID46640
It was okay.,Google,2023-09-26 05:41:01,"Richardsonton, Idaho, Mayotte",UID42706
Terrible experience.,Email,2023-09-28 03:21:35,"Skinnermouth, Vermont, French Southern Territories",UID17644
Excellent customer support!,Google,2024-04-09 17:41:46,"Victoriaside, Idaho, Grenada",UID75632
No complaints.,Chatbot,2024-12-01 08:26:31,"Lindamouth, Missouri, Ecuador",UID57889
Great service!,Facebook,2024-01-10 12:31:31,"Lisaside, Hawaii, Armenia",UID56348
Terrible experience.,Email,2023-07-02 23:08:52,"East Tracyfurt, North Carolina, Egypt",UID73442
It was okay.,Website,2024-03-03 00:48:32,"Lake Joyce, North Dakota, Belarus",UID73528
Will recommend to others.,Phone Call,2023-11-24 23:45:12,"Andersonview, Idaho, Turkey",UID21349
I want a refund.,Phone Call,2024-12-31 14:29:45,"West Robertstad, Iowa, Zimbabwe",UID21070
Very satisfied with the product.,Phone Call,2025-04-05 22:44:43,"Ericfort, South Dakota, Bahamas",UID65876
Excellent customer support!,Mobile App,2024-02-12 22:28:00,"Taylorfort, New Jersey, Montenegro",UID34032
Very satisfied with the product.,Website,2024-07-27 12:04:22,"North Lindsay, Arkansas, Cameroon",UID17812
Customer support was unhelpful.,Facebook,2024-12-07 04:47:34,"East Benjaminborough, Illinois, Australia",UID28500
Terrible experience.,Phone Call,2025-05-10 17:40:39,"Fordtown, Washington, Antarctica (the territory South of 60 deg S)",UID28815
Customer support was unhelpful.,Email,2024-10-02 09:28:57,"East Rhondastad, Illinois, Cocos (Keeling) Islands",UID93767
Nothing special.,Google,2023-12-03 23:54:38,"Bryanshire, South Carolina, Guadeloupe",UID54156
Excellent customer support!,Chatbot,2024-03-09 14:19:47,"Alecchester, Hawaii, Libyan Arab Jamahiriya",UID29191
Very disappointed.,Phone Call,2023-08-30 03:51:41,"North Patrickland, Rhode Island, Marshall Islands",UID42075
Very disappointed.,Mobile App,2024-03-06 07:31:46,"Joshuaside, Arkansas, Jersey",UID26432
Great service!,Email,2024-03-23 23:05:49,"Staffordfurt, Louisiana, Romania",UID47891
Great service!,Website,2024-04-27 01:57:52,"Lake Cheryl, Utah, Antigua and Barbuda",UID72923
No complaints.,Mobile App,2024-10-24 12:40:39,"Morrisfurt, Minnesota, Belize",UID95407
Very satisfied with the product.,Google,2023-09-06 14:37:37,"Floresview, New Mexico, Tajikistan",UID90626
It was okay.,Facebook,2023-10-26 18:50:08,"Johnsonburgh, Tennessee, Bahrain",UID83968
Product matches the description.,Chatbot,2025-01-26 07:33:05,"Davidberg, Kansas, Micronesia",UID56375
Very satisfied with the product.,Email,2024-05-10 05:35:55,"Dunlaphaven, New York, South Georgia and the South Sandwich Islands",UID61859
Not worth the money.,Facebook,2023-07-12 00:14:18,"North Ashleymouth, Louisiana, United States Minor Outlying Islands",UID79913
Very satisfied with the product.,Email,2024-02-19 11:33:46,"South Danaborough, Michigan, Nigeria",UID22182
I want a refund.,Phone Call,2024-05-29 14:56:09,"Allenborough, North Carolina, Tokelau",UID98292
Great service!,Website,2024-10-16 12:18:36,"East Jamesmouth, Maryland, Yemen",UID15501
Terrible experience.,Mobile App,2024-10-09 01:08:58,"Lake Jason, Arizona, India",UID35685
Excellent customer support!,Chatbot,2023-09-23 21:12:00,"East Trevorchester, Arkansas, Bulgaria",UID69425
Will recommend to others.,Phone Call,2024-10-03 08:06:26,"Lake Tylermouth, Kansas, Latvia",UID35910
It was okay.,Google,2023-11-27 03:40:18,"Barnesside, Arizona, Dominican Republic",UID91149
Excellent customer support!,Google,2023-08-05 04:06:38,"Davenportmouth, Nevada, Andorra",UID13429
Will recommend to others.,Phone Call,2024-05-09 10:44:10,"West Peggychester, Alaska, Aruba",UID97157
Terrible experience.,Mobile App,2024-02-12 07:15:26,"Brittanybury, West Virginia, Bahrain",UID15185
Very disappointed.,Chatbot,2024-08-22 08:49:26,"Ashleyborough, Louisiana, Ethiopia",UID33235
Average experience.,Mobile App,2024-09-14 03:09:43,"Lake Debraland, Mississippi, Nicaragua",UID47410
Average experience.,Chatbot,2023-06-29 17:24:12,"Port Anita, South Carolina, Qatar",UID68836
No complaints.,Chatbot,2024-08-04 20:42:46,"South Diana, Florida, Western Sahara",UID80026
No complaints.,Google,2024-02-02 19:22:26,"Samanthamouth, Maryland, Turkmenistan",UID18272
Loved the experience.,Mobile App,2025-01-20 10:28:07,"New Rhondastad, South Dakota, Thailand",UID39938
It was okay.,Website,2023-06-29 14:05:25,"South Patrickbury, Nebraska, Djibouti",UID32821
Excellent customer support!,Phone Call,2023-12-19 03:43:54,"New Deannafurt, Colorado, United States Minor Outlying Islands",UID37159
Loved the experience.,Email,2024-04-13 23:19:27,"North John, Illinois, Egypt",UID69442
Nothing special.,Phone Call,2024-03-15 04:27:17,"West Marcus, Idaho, Marshall Islands",UID52988
Very disappointed.,Facebook,2023-06-19 22:40:22,"Elizabethborough, Idaho, Saint Vincent and the Grenadines",UID48891
Nothing special.,Email,2025-01-05 21:50:55,"Scottview, Mississippi, Slovenia",UID99644
Customer support was unhelpful.,Phone Call,2024-06-26 11:50:12,"South Kevinview, Nebraska, United States Minor Outlying Islands",UID58211
Terrible experience.,Chatbot,2023-08-09 08:07:26,"Nancyhaven, Nebraska, Mexico",UID21182
No complaints.,Mobile App,2023-08-22 21:39:43,"Tiffanyville, Mississippi, Isle of Man",UID50800
I want a refund.,Website,2024-05-23 00:43:21,"Denisetown, South Dakota, Libyan Arab Jamahiriya",UID69575
It was okay.,Facebook,2024-11-13 13:16:23,"Ashleymouth, Tennessee, Puerto Rico",UID72331
No complaints.,Google,2025-04-13 08:16:22,"South Allenside, Connecticut, Burundi",UID45336
Terrible experience.,Mobile App,2024-02-18 00:13:21,"Foleyfurt, Alaska, Cape Verde",UID63882
No complaints.,Google,2024-11-17 11:33:00,"East Joseph, Oklahoma, Mozambique",UID72657
Not worth the money.,Chatbot,2025-04-18 19:28:26,"Jonesfort, Arkansas, Ireland",UID95140
Very disappointed.,Website,2024-06-09 00:23:09,"Charlottemouth, Arizona, Slovenia",UID54064
Nothing special.,Email,2025-02-10 16:32:35,"Port Emilytown, Idaho, Tajikistan",UID74597
Very disappointed.,Facebook,2023-08-22 17:12:12,"Oliverchester, Maryland, South Africa",UID75509
Product matches the description.,Facebook,2024-10-08 22:56:23,"Smithport, Vermont, Micronesia",UID90880
It was okay.,Chatbot,2024-04-08 23:57:31,"North Richardfurt, California, Cambodia",UID34678
Very satisfied with the product.,Phone Call,2024-01-22 22:04:46,"Jenkinsmouth, Nebraska, Morocco",UID28980
Great service!,Phone Call,2024-02-20 04:57:45,"East Meghanland, Nevada, Somalia",UID39756
I want a refund.,Chatbot,2025-02-07 04:59:24,"New Jenny, Alaska, China",UID75578
Will recommend to others.,Google,2024-03-18 12:40:04,"Port Lindaview, Idaho, Uruguay",UID37456
Great service!,Phone Call,2023-09-21 23:56:31,"Victorfurt, Pennsylvania, Libyan Arab Jamahiriya",UID59120
Product matches the description.,Email,2024-07-04 20:33:12,"Oliviaborough, Nevada, Malta",UID65118
Very disappointed.,Facebook,2023-07-23 01:04:42,"Rachelside, Alaska, Norway",UID16391
Will recommend to others.,Mobile App,2023-12-26 09:38:06,"Jessicabury, Michigan, Poland",UID14062
Excellent customer support!,Chatbot,2024-07-27 04:15:56,"Port Bradberg, New Hampshire, Zimbabwe",UID36200
Will recommend to others.,Google,2025-02-16 04:45:56,"New Clayton, Connecticut, Ethiopia",UID10935
Terrible experience.,Google,2023-08-31 10:24:10,"East Danielburgh, South Carolina, Armenia",UID60229
Excellent customer support!,Google,2024-02-20 01:39:03,"Carlosborough, Montana, Norfolk Island",UID20126
Not worth the money.,Google,2024-09-29 04:25:32,"South Crystal, Wyoming, Qatar",UID60636
Terrible experience.,Google,2023-11-06 06:00:15,"Port Jeffreyport, Pennsylvania, Equatorial Guinea",UID25331
Very disappointed.,Website,2024-04-20 03:54:53,"South Williamhaven, Hawaii, Niger",UID16879
Nothing special.,Google,2024-02-13 01:09:33,"North Susan, Texas, Dominica",UID23815
Great service!,Mobile App,2024-07-22 10:39:47,"Frankburgh, South Carolina, Cuba",UID21234
Product matches the description.,Facebook,2023-08-29 07:05:14,"West Savannahbury, Colorado, Belgium",UID88913
Average experience.,Website,2024-03-03 08:57:39,"Timothyshire, Vermont, Korea",UID70962
Average experience.,Facebook,2024-09-27 02:08:47,"West Monicashire, Wyoming, Marshall Islands",UID53836
Excellent customer support!,Chatbot,2024-10-22 07:37:53,"North Krystal, Virginia, Venezuela",UID93471
Average experience.,Facebook,2023-10-08 22:16:42,"South Donnamouth, Iowa, Mozambique",UID82624
Excellent customer support!,Chatbot,2024-02-16 12:19:32,"Johnburgh, North Carolina, Falkland Islands (Malvinas)",UID11522
Will recommend to others.,Mobile App,2024-02-20 05:40:54,"East Maryshire, Indiana, Martinique",UID67799
Will recommend to others.,Google,2024-05-16 15:19:38,"Jamestown, New Hampshire, French Guiana",UID64682
Will recommend to others.,Email,2024-08-13 00:51:28,"West Sydneyhaven, New Hampshire, Israel",UID58376
Very satisfied with the product.,Phone Call,2025-03-03 22:54:00,"Gregoryborough, Alabama, Turkey",UID66649
Will recommend to others.,Google,2023-05-31 13:33:24,"North Marissa, Connecticut, Marshall Islands",UID44568
Loved the experience.,Chatbot,2024-08-04 22:26:15,"Brownchester, South Dakota, Syrian Arab Republic",UID13687
Loved the experience.,Phone Call,2024-09-02 16:38:22,"East Karen, Georgia, Suriname",UID79108
Customer support was unhelpful.,Facebook,2023-12-23 19:59:13,"North Darinburgh, North Carolina, Venezuela",UID17120
Customer support was unhelpful.,Website,2023-06-11 15:48:57,"Port Robertton, New Jersey, Dominican Republic",UID65499
Loved the experience.,Website,2023-10-07 05:54:20,"Port Audreystad, South Dakota, Oman",UID86168
Loved the experience.,Website,2024-10-05 20:54:23,"South Travisland, North Carolina, Vietnam",UID68425
Customer support was unhelpful.,Website,2025-03-01 19:46:36,"South Robertstad, Tennessee, Azerbaijan",UID20636
Average experience.,Email,2024-10-23 11:56:40,"Ronaldstad, Iowa, Fiji",UID15746
Customer support was unhelpful.,Facebook,2025-04-22 02:15:40,"North Laurenchester, Utah, Tuvalu",UID75323
Terrible experience.,Google,2024-06-12 19:47:45,"South Caseyberg, New Jersey, Kenya",UID26843
Product matches the description.,Phone Call,2024-01-28 10:35:22,"Lake Cheryl, Oregon, Vanuatu",UID99426
No complaints.,Phone Call,2024-02-07 22:58:04,"Natalieland, Vermont, Nigeria",UID74644
Average experience.,Google,2024-09-27 00:00:53,"Davisland, Ohio, Ireland",UID61611
Will recommend to others.,Email,2024-08-27 11:35:33,"West Kimberlyburgh, Tennessee, Trinidad and Tobago",UID70894
No complaints.,Chatbot,2023-08-24 13:18:04,"Barbarashire, Kansas, Austria",UID78695
It was okay.,Mobile App,2025-05-21 22:39:09,"West Ericaview, Rhode Island, Cameroon",UID82592
Great service!,Mobile App,2023-09-25 14:14:15,"Robertside, South Carolina, Lao People's Democratic Republic",UID23879
Very disappointed.,Facebook,2024-04-02 07:16:13,"South Lynnville, Delaware, Martinique",UID18741
Terrible experience.,Chatbot,2024-03-10 21:10:06,"Johnsonton, Colorado, Switzerland",UID44484
Loved the experience.,Website,2023-06-11 14:52:24,"North Sarah, New Mexico, Djibouti",UID75634
Not worth the money.,Website,2024-05-04 23:53:46,"Moralesstad, Texas, United Arab Emirates",UID64587
Terrible experience.,Facebook,2025-02-08 03:31:30,"Vancemouth, Michigan, Liberia",UID98184
Very satisfied with the product.,Facebook,2023-10-02 02:00:56,"East Josephbury, Ohio, Italy",UID71598
Average experience.,Facebook,2025-02-15 12:37:21,"Charlesfurt, New York, Philippines",UID85152
Very satisfied with the product.,Mobile App,2025-05-02 02:17:57,"Lake Tim, New York, Chile",UID88264
Not worth the money.,Website,2024-02-18 10:20:15,"South Sherristad, South Carolina, Puerto Rico",UID95806
Excellent customer support!,Website,2023-11-12 22:50:45,"East Kelseystad, California, Panama",UID72336
It was okay.,Google,2025-05-17 14:48:04,"North Catherineville, Idaho, Niger",UID43314
Great service!,Chatbot,2025-03-25 22:56:40,"Lake Lisa, North Dakota, Vanuatu",UID21896
Customer support was unhelpful.,Facebook,2024-04-26 18:47:29,"East Gabrielleville, Alabama, Comoros",UID70490
Very satisfied with the product.,Facebook,2025-04-11 11:12:08,"Rebekahtown, New Jersey, Lao People's Democratic Republic",UID37039
It was okay.,Facebook,2025-03-30 20:15:32,"North Patricialand, Hawaii, Azerbaijan",UID23569
Nothing special.,Mobile App,2025-05-23 19:43:13,"Jennifershire, Iowa, Madagascar",UID37946
Nothing special.,Phone Call,2024-05-30 08:12:31,"Chelseafurt, Iowa, Maldives",UID21858
No complaints.,Chatbot,2024-10-18 10:35:49,"Marcomouth, Washington, Falkland Islands (Malvinas)",UID95193
Very satisfied with the product.,Google,2025-03-26 04:24:19,"Payneville, South Carolina, Israel",UID13881
Will recommend to others.,Mobile App,2024-03-20 06:57:48,"Port James, Washington, Philippines",UID86956
Not worth the money.,Phone Call,2023-07-02 12:54:48,"East Michellebury, Montana, Congo",UID65298
Very disappointed.,Facebook,2024-05-22 10:16:24,"Timothyton, North Dakota, Bangladesh",UID18342
It was okay.,Chatbot,2024-02-08 02:10:44,"Lake Amandatown, Washington, Solomon Islands",UID95191
